5060,1,3460,0.165074418
4825,2,3405,0.151380201
4868,3,3444,0.150287427
4921,4,3341,0.168176889
4845,5,3277,0.16981734
5070,6,3467,0.165054118
4881,7,3410,0.155754429
4919,8,3377,0.163345762
4859,9,3271,0.171866355
4955,10,3420,0.161017553
5076,11,3440,0.168963171
4894,12,3368,0.162291882
4903,13,3427,0.155547789
5010,14,3342,0.17583128
4977,15,3419,0.16306854
5052,16,3378,0.174803697
4941,17,3451,0.155869895
5076,18,3401,0.173914981
5193,19,3506,0.170606411
4892,20,3413,0.15635016
5056,21,3347,0.179151353
5109,22,3417,0.174690924
5108,23,3447,0.170809605
4902,24,3464,0.150795424
4993,25,3443,0.161424543
4993,26,3362,0.171763857
4946,27,3633,0.133988714
5123,28,3470,0.169194881
5009,29,3587,0.145019655
4884,30,3526,0.141493347
5111,31,3408,0.176006295
5086,32,3500,0.162308311
5051,33,3608,0.14611084
5073,34,3524,0.158228963
5159,35,3457,0.173866148
5144,36,3425,0.176640384
5122,37,3413,0.176303286
5262,38,3366,0.194036732
5233,39,3532,0.17073004
5290,40,3474,0.182625858
5165,41,3466,0.173241767
5109,42,3617,0.149987394
5130,43,3464,0.170539482
5141,44,3596,0.155227921
5212,45,3542,0.16775585
5215,46,3555,0.166414708
5161,47,3520,0.166191196
4919,48,3396,0.160909141
5109,49,3436,0.172282748
5194,50,3453,0.177305367
5316,51,3503,0.181144835
5074,52,3518,0.159054628
5151,53,3520,0.165348886
5262,54,3691,0.154006799
5270,55,3575,0.168534569
5384,56,3422,0.196825046
5321,57,3556,0.175031507
5145,58,3608,0.15411885
5381,59,3537,0.182227932
5226,60,3537,0.169534346
5141,61,3608,0.153781075
5241,62,3621,0.160585635
5478,63,3617,0.180273519
5142,64,3642,0.149792131
5193,65,3391,0.185090533
5137,66,3499,0.166765623
5293,67,3574,0.170547346
5287,68,3535,0.174819892
5180,69,3380,0.185413059
5281,70,3495,0.179268987
5178,71,3665,0.150088067
5171,72,3588,0.158722103
5356,73,3743,0.155620741
5354,74,3508,0.183618782
5463,75,3548,0.187447589
5248,76,3748,0.146194244
5455,77,3506,0.191982843
5274,78,3729,0.150547742
5382,79,3636,0.170319819
5348,80,3627,0.168643843
5457,81,3653,0.174304282
5567,82,3693,0.178241914
5371,83,3778,0.152793199
