KAM-Spec 2017
Date:,10/08/2017
Time:,18:00:46
 
 
 
 
Absorbance
 ,Exposure Time:,5 ms
 ,Wavelength:,400 nm
 
Absorbance
 ,Exposure Time:,2 ms
 ,Wavelength:,400 nm
 
 ,11
A,2545
B,2587
 
 
 ,11
A,2388
B,2597
 
 
