KAM-Spec 2017
Date:,10/06/2017
Time:,20:15:47
 
 
 
 
Absorbance
 ,Exposure Time:,148 ms
 ,Wavelength:,420 nm
 
 ,10,11
A,65535,65535
B,65535,65535
 
 
