KAM-Spec 2017
Date:,10/08/2017
Time:,01:35:42
 
 
 
 
Absorbance
 ,Exposure Time:,5 ms
 ,Wavelength:,400 nm
 
Absorbance
 ,Exposure Time:,2 ms
 ,Wavelength:,400 nm
 
 ,11
A,1833
B,1717
 
 
 ,11
A,1699
B,1745
 
 
